-- COMPILE DATE : Ver:4/29, BuildDate:May 26 2011 17:48:30 --
[00:00]AccountKick Fail - uid(0), 
[05:01]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1426, DB(UID):152361
[05:01]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1441, DB(UID):124150
[05:01]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1444, DB(UID):77940
[05:01]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1268, DB(UID):23993
[05:02]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1463, DB(UID):74049
[05:02]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1465, DB(UID):61093
[05:02]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1470, DB(UID):44916
[05:02]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1472, DB(UID):266565
[05:02]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1483, DB(UID):257578
[05:02]AccountKick Fail - uid(0), 
[05:03]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1523, DB(UID):148382
[05:04]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1546, DB(UID):267546
[05:04]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1364, DB(UID):211843
[05:04]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1553, DB(UID):237882
[05:04]AccountKick Fail - uid(0), 
[05:04]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1576, DB(UID):109336
[05:05]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1409, DB(UID):270042
[05:05]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1599, DB(UID):199789
[05:05]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1411, DB(UID):237649
[05:06]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1631, DB(UID):79198
[05:06]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1635, DB(UID):145584
[05:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1661, DB(UID):192763
[05:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1664, DB(UID):204790
[05:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1675, DB(UID):83264
[05:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1490, DB(UID):261035
[05:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1679, DB(UID):262368
[05:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1502, DB(UID):152904
[05:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1503, DB(UID):127135
[05:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1694, DB(UID):54415
[05:07]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1696, DB(UID):216594
[05:08][ERROR]PROTOCOL_AUTH_LOGOUT_REQ UserNone Server:1, SID:3569, UID:259545
[05:08]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1703, DB(UID):97742
[05:08]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1705, DB(UID):150168
[05:08]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1713, DB(UID):10696
[05:08]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1528, DB(UID):244889
[05:08]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1717, DB(UID):133787
[05:08]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1734, DB(UID):196709
[05:09]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1745, DB(UID):32508
[05:09]AccountKick Fail - uid(0), 
[05:09]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1579, DB(UID):92593
[05:10]AccountKick Fail - uid(0), 
[05:10]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1808, DB(UID):96832
[05:11]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1830, DB(UID):11616
[05:11]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1840, DB(UID):176985
[05:11]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1841, DB(UID):112521
[05:11]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1845, DB(UID):269709
[05:11]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1848, DB(UID):6668
[05:12]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1869, DB(UID):149832
[05:12]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1877, DB(UID):158429
[05:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1895, DB(UID):262548
[05:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1899, DB(UID):119120
[05:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1713, DB(UID):199774
[05:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1904, DB(UID):266147
[05:13]AccountKick Fail - uid(0), 
[05:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1724, DB(UID):120916
[05:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1912, DB(UID):110987
[05:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1914, DB(UID):236902
[05:13]AccountKick Fail - uid(0), 
[05:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1925, DB(UID):184445
[05:13]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1744, DB(UID):227787
[05:15]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1972, DB(UID):177246
[05:15]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1790, DB(UID):132114
[05:15]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:1987, DB(UID):69657
[05:15]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1806, DB(UID):52109
[05:15]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1812, DB(UID):182941
[05:15]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1815, DB(UID):246097
[05:16]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1834, DB(UID):203595
[05:16]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2026, DB(UID):233988
[05:16]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1861, DB(UID):237349
[05:17]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2058, DB(UID):64186
[05:17]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2066, DB(UID):17373
[05:17]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2069, DB(UID):53117
[05:17]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2074, DB(UID):259289
[05:17]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2075, DB(UID):227446
[05:17]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1883, DB(UID):62180
[05:17]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2080, DB(UID):45126
[05:18]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2094, DB(UID):194866
[05:18]AccountKick Fail - uid(0), 
[05:18]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2110, DB(UID):9261
[05:18]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2113, DB(UID):48065
[05:18]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2127, DB(UID):142060
[05:18]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2128, DB(UID):258290
[05:19]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2135, DB(UID):271603
[05:19]AccountKick Fail - uid(0), 
[05:19]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2161, DB(UID):107773
[05:19]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1979, DB(UID):223944
[05:20]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2171, DB(UID):121932
[05:20]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2177, DB(UID):261221
[05:20]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1991, DB(UID):12966
[05:20]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:1998, DB(UID):245244
[05:20]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2193, DB(UID):68136
[05:20]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2019, DB(UID):271302
[05:20]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2207, DB(UID):242136
[05:20]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2209, DB(UID):123562
[05:21]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2213, DB(UID):208503
[05:21]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2222, DB(UID):72251
[05:21]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2229, DB(UID):208827
[05:22]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2249, DB(UID):228694
[05:22]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2282, DB(UID):126528
[05:22]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2286, DB(UID):107710
[05:23][ERROR]PROTOCOL_AUTH_LOGOUT_REQ UserNone Server:2, SID:3121, UID:258588
[05:23]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2302, DB(UID):132056
[05:23]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2303, DB(UID):139558
[05:23]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2309, DB(UID):35374
[05:23]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2133, DB(UID):145913
[05:24]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2333, DB(UID):120699
[05:24]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2338, DB(UID):204838
[05:24]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2346, DB(UID):66556
[05:25]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2193, DB(UID):271408
[05:25]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2381, DB(UID):66060
[05:25]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2397, DB(UID):108828
[05:25]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2216, DB(UID):67817
[05:26]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2220, DB(UID):261945
[05:26]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2415, DB(UID):72247
[05:26]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2233, DB(UID):257426
[05:27]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2263, DB(UID):244647
[05:27]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2454, DB(UID):98587
[05:27]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2465, DB(UID):87480
[05:27]AccountKick Fail - uid(0), 
[05:27]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2481, DB(UID):74741
[05:28]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2487, DB(UID):41646
[05:28]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2326, DB(UID):202364
[05:28]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2523, DB(UID):269059
[05:29]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2532, DB(UID):267523
[05:29]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2534, DB(UID):218016
[05:29]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2541, DB(UID):254356
[05:29]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2542, DB(UID):46753
[05:29]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2543, DB(UID):267084
[05:29]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2360, DB(UID):59262
[05:30]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2564, DB(UID):46006
[05:30]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2566, DB(UID):198103
[05:30]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2567, DB(UID):130758
[05:30]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2397, DB(UID):193266
[05:30]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2587, DB(UID):89369
[05:31]PROTOCOL_ALIVE_USER_REQ NonUser : Server:3, SID:2832, DB(UID):210377
[05:31]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2634, DB(UID):85882
[05:32]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2672, DB(UID):224445
[05:33]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2509, DB(UID):1231
[05:33]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2701, DB(UID):271174
[05:33]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2716, DB(UID):121891
[05:34]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2536, DB(UID):152795
[05:34]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2541, DB(UID):170307
[05:34]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2567, DB(UID):21653
[05:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2804, DB(UID):250186
[05:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2806, DB(UID):264361
[05:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2807, DB(UID):259500
[05:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2818, DB(UID):268078
[05:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2634, DB(UID):157953
[05:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2824, DB(UID):25563
[05:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2828, DB(UID):253655
[05:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2638, DB(UID):178220
[05:36]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2839, DB(UID):267554
[05:37]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2683, DB(UID):270936
[05:38]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2892, DB(UID):242319
[05:39]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2920, DB(UID):30603
[05:39]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2935, DB(UID):23032
[05:39]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2950, DB(UID):100218
[05:40]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2965, DB(UID):239467
[05:40]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2970, DB(UID):172396
[05:40]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2786, DB(UID):153730
[05:40]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2983, DB(UID):209933
[05:40]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:2987, DB(UID):122702
[05:40]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2799, DB(UID):222421
[05:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2809, DB(UID):135114
[05:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3005, DB(UID):219007
[05:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3008, DB(UID):269953
[05:41]AccountKick Fail - uid(0), 
[05:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3021, DB(UID):51587
[05:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2836, DB(UID):271337
[05:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2839, DB(UID):46037
[05:41]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3031, DB(UID):229494
[05:41]AccountKick Fail - uid(0), 
[05:42]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3045, DB(UID):267685
[05:42]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3047, DB(UID):269032
[05:42]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2870, DB(UID):151581
[05:43]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3076, DB(UID):10894
[05:43]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3093, DB(UID):236446
[05:43]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3097, DB(UID):116339
[05:43]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3098, DB(UID):146879
[05:43]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3103, DB(UID):221072
[05:43]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3104, DB(UID):96310
[05:44]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2939, DB(UID):71199
[05:44]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3139, DB(UID):72721
[05:44]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:2961, DB(UID):130177
[05:45]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3153, DB(UID):2603
[05:45]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3159, DB(UID):269540
[05:45]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3164, DB(UID):47902
[05:45]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3167, DB(UID):269775
[05:45]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3172, DB(UID):168365
[05:45]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3181, DB(UID):44512
[05:46]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3196, DB(UID):169698
[05:46]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3212, DB(UID):54011
[05:46]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3217, DB(UID):107099
[05:46]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3219, DB(UID):270159
[05:46]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3223, DB(UID):164829
[05:46]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3040, DB(UID):125484
[05:46]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3231, DB(UID):270024
[05:47]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3045, DB(UID):103390
[05:47]AccountKick Fail - uid(0), 
[05:47]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3254, DB(UID):206004
[05:47]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3257, DB(UID):241416
[05:47]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3260, DB(UID):114979
[05:47][ERROR]PROTOCOL_AUTH_LOGOUT_REQ UserNone Server:1, SID:2338, UID:204838
[05:47]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3267, DB(UID):120817
[05:47]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3268, DB(UID):27037
[05:47]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3082, DB(UID):67012
[05:47]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3084, DB(UID):119151
[05:48]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3272, DB(UID):76822
[05:48]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3096, DB(UID):124961
[05:48]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3097, DB(UID):271108
[05:48]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3298, DB(UID):157495
[05:49][ERROR]PROTOCOL_AUTH_LOGOUT_REQ UserNone Server:2, SID:2220, UID:261945
[05:49]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3329, DB(UID):147043
[05:49]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3141, DB(UID):88088
[05:49][ERROR]PROTOCOL_AUTH_LOGOUT_REQ UserNone Server:2, SID:2683, UID:270936
[05:49]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3343, DB(UID):200871
[05:49]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3349, DB(UID):14085
[05:50]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3360, DB(UID):139394
[05:50]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3368, DB(UID):37218
[05:50]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3375, DB(UID):265895
[05:51]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3394, DB(UID):58379
[05:51]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3395, DB(UID):99539
[05:51]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3208, DB(UID):188351
[05:51]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3213, DB(UID):239986
[05:52]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3248, DB(UID):166262
[05:52]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3450, DB(UID):174286
[05:52]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3266, DB(UID):50949
[05:52]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3269, DB(UID):183756
[05:52]AccountKick Fail - uid(0), 
[05:52]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3279, DB(UID):47459
[05:53]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3474, DB(UID):270486
[05:53]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3487, DB(UID):246030
[05:53]AccountKick Fail - uid(0), 
[05:53]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3317, DB(UID):26591
[05:54]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3511, DB(UID):210381
[05:54]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3335, DB(UID):128517
[05:54]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3337, DB(UID):26470
[05:54]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3350, DB(UID):244487
[05:54]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3546, DB(UID):5652
[05:55]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3550, DB(UID):120708
[05:55]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3564, DB(UID):174920
[05:55]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3571, DB(UID):266010
[05:55]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3583, DB(UID):171255
[05:55]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3584, DB(UID):264233
[05:56]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3585, DB(UID):7286
[05:56]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3403, DB(UID):76729
[05:56]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3594, DB(UID):218879
[05:56]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3607, DB(UID):259685
[05:56]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3419, DB(UID):100815
[05:56]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3613, DB(UID):240240
[05:56]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3622, DB(UID):122991
[05:57]AccountKick Fail - uid(0), 
[05:57]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3661, DB(UID):192326
[05:57]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3476, DB(UID):134845
[05:58]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3667, DB(UID):13602
[05:58]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3496, DB(UID):144499
[05:58]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3690, DB(UID):37553
[05:58]AccountKick Fail - uid(0), 
[05:58]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3693, DB(UID):64306
[05:58]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3505, DB(UID):59447
[05:58]AccountKick Fail - uid(0), 
[05:58]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3705, DB(UID):186651
[05:59]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3720, DB(UID):71299
[05:59]AccountKick Fail - uid(0), 
[06:00]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3749, DB(UID):49653
[06:00]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3573, DB(UID):8975
[06:00]AccountKick Fail - uid(0), 
[06:01]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3790, DB(UID):141228
[06:01]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3792, DB(UID):252101
[06:01]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3806, DB(UID):64124
[06:02]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3825, DB(UID):99940
[06:02]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3835, DB(UID):199585
[06:02]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3849, DB(UID):239879
[06:02]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3852, DB(UID):105571
[06:02]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3854, DB(UID):132829
[06:02]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3858, DB(UID):18440
[06:03]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3868, DB(UID):156453
[06:03]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3883, DB(UID):69469
[06:03]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3712, DB(UID):106458
[06:03]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3713, DB(UID):136229
[06:04]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3929, DB(UID):247525
[06:04]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3939, DB(UID):143843
[06:05]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3762, DB(UID):121840
[06:05]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3956, DB(UID):114631
[06:05]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3964, DB(UID):81715
[06:05]PROTOCOL_ALIVE_USER_REQ NonUser : Server:2, SID:3784, DB(UID):271464
[06:06]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3984, DB(UID):115969
[06:06]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:3992, DB(UID):187339
[06:06]PROTOCOL_ALIVE_USER_REQ NonUser : Server:1, SID:4014, DB(UID):102090
